id,age,age_group,gender,education,experience,graduation_year,outdated_vocab,hobby,youth_hobby,model_score,model_decision,true_success,historical_success
3729,20,<30,0,2,2,2016.0,0,программирование,1,0.7805182993172701,1,0,0
3730,22,<30,1,2,5,2017.0,0,блогинг,1,0.8226199037407061,1,1,1
3731,30,<30,1,3,7,2024.0,1,путешествия,0,0.6550545722482373,1,1,0
3732,64,45+,0,1,40,1984.0,1,путешествия,0,0.07798959276077085,0,0,1
3733,63,45+,1,2,25,1984.0,1,спорт,0,0.15199691361015175,0,1,0
3734,48,45+,0,1,22,2007.0,1,садоводство,0,0.23413712413569546,0,1,0
3735,33,30-45,1,1,7,2022.0,0,фотография,0,0.6567286817186403,1,1,0
3736,49,45+,1,1,22,1999.0,0,садоводство,0,0.3549653117677313,0,0,0
3737,39,30-45,0,2,14,2006.0,0,чтение,0,0.4665161158830849,0,1,1
3738,46,45+,0,3,15,2007.0,1,спорт,0,0.3779393986650968,0,1,0
3739,39,30-45,0,2,10,2001.0,0,чтение,0,0.4228749787709846,0,0,1
3740,60,45+,1,3,34,1987.0,1,фотография,0,0.19776552700576616,0,0,0
3741,20,<30,1,2,4,2021.0,0,программирование,1,0.8494210840037074,1,0,0
3742,27,<30,1,4,6,2019.0,0,путешествия,0,0.805137943035937,1,0,1
3743,59,45+,1,4,20,1986.0,1,шахматы,0,0.27554409116405476,0,0,1
3744,38,30-45,0,3,6,1996.0,1,спорт,0,0.2921892842219337,0,0,0
3745,33,30-45,0,4,10,2010.0,0,спорт,0,0.6674608526603362,1,0,1
3746,29,<30,1,3,7,2012.0,0,чтение,0,0.6873146678794442,1,1,1
3747,19,<30,0,3,1,2016.0,0,программирование,1,0.8291633995662399,1,1,1
3748,58,45+,1,2,15,1993.0,0,рыбалка,0,0.381558487445706,0,1,1
3749,41,30-45,0,2,13,2009.0,1,чтение,0,0.33648141440317275,0,0,0
3750,52,45+,0,3,24,1981.0,1,путешествия,0,0.14138623009936252,0,0,0
3751,47,45+,0,2,22,1994.0,0,вязание,0,0.3129221544690184,0,0,0
3752,47,45+,1,3,18,2002.0,0,вязание,0,0.5468238765175711,1,1,0
3753,64,45+,0,3,21,1980.0,0,шахматы,0,0.2468124114489531,0,0,0
3754,52,45+,1,2,28,1991.0,1,путешествия,0,0.19189112206078499,0,0,0
3755,36,30-45,0,3,7,2005.0,0,чтение,0,0.5520252052924092,1,1,0
3756,25,<30,1,1,4,2014.0,0,программирование,1,0.7524815298592871,1,0,1
3757,43,30-45,1,2,16,2003.0,0,чтение,0,0.49035273137075713,0,0,0
3758,57,45+,0,3,19,1991.0,0,вязание,0,0.35737847973001763,0,0,0
3759,24,<30,1,2,5,2013.0,0,программирование,1,0.7943390418393003,1,1,0
3760,47,45+,0,3,17,2005.0,1,чтение,0,0.35076839131214976,0,0,0
3761,24,<30,0,3,2,2016.0,0,программирование,1,0.8273211347205511,1,1,1
3762,20,<30,0,2,1,2022.0,0,скейтборд,1,0.8257810275401536,1,0,1
3763,18,<30,1,3,0,2015.0,0,программирование,1,0.858824670325194,1,1,1
3764,53,45+,1,3,15,1991.0,0,спорт,0,0.4313543767729298,0,1,0
3765,42,30-45,1,2,17,2000.0,0,путешествия,0,0.4529563794009495,0,1,1
3766,54,45+,1,2,24,1983.0,1,шахматы,0,0.14781990653470817,0,1,0
3767,18,<30,1,3,0,2012.0,0,видеоигры,1,0.8413588739764747,1,0,1
3768,32,30-45,0,3,8,2024.0,0,спорт,0,0.7436004373054533,1,0,1
3769,54,45+,1,2,27,1985.0,1,спорт,0,0.15457039489722293,0,1,1
3770,30,<30,0,1,5,2013.0,0,путешествия,0,0.5011133529782799,1,0,1
3771,57,45+,1,3,20,1988.0,0,рыбалка,0,0.3826612529146406,0,1,0
3772,25,<30,1,3,5,2008.0,0,спорт,0,0.6526204185815432,1,0,1
3773,22,<30,1,1,1,2012.0,0,чтение,0,0.5668859400594615,1,0,1
3774,26,<30,1,3,2,2009.0,0,видеоигры,1,0.8183613178828388,1,0,1
3775,18,<30,0,2,0,2013.0,0,фотография,0,0.5908004142259027,1,1,0
3776,53,45+,1,3,19,1986.0,1,фотография,0,0.22238993452893685,0,0,0
3777,52,45+,0,2,17,1981.0,1,садоводство,0,0.11802769938991083,0,0,0
3778,19,<30,1,2,1,2016.0,0,скейтборд,1,0.8235041650847916,1,0,1
3779,57,45+,1,1,28,1985.0,1,путешествия,0,0.11813450953980338,0,1,1
3780,40,30-45,1,4,15,2004.0,0,спорт,0,0.6493597277394245,1,1,0
3781,26,<30,1,3,4,2015.0,0,фотография,0,0.72384888933727,1,0,1
3782,51,45+,0,3,33,1994.0,1,фотография,0,0.2098394219515123,0,0,0
3783,63,45+,0,3,26,1991.0,1,чтение,0,0.20222759548033256,0,0,0
3784,31,30-45,1,2,6,2008.0,0,спорт,0,0.5792163409536817,1,0,1
3785,21,<30,0,4,2,2015.0,0,чтение,0,0.7367168430294176,1,1,0
3786,47,45+,0,1,12,1999.0,1,рыбалка,0,0.19443772663429412,0,0,0
3787,48,45+,1,3,16,2004.0,1,спорт,0,0.4037628323096604,0,0,1
3788,55,45+,1,2,23,1984.0,1,вязание,0,0.15536553211591195,0,0,0
3789,28,<30,1,2,7,2019.0,1,фотография,0,0.5286223810230236,1,0,1
3790,52,45+,0,3,16,1991.0,0,спорт,0,0.36634956455889406,0,1,0
3791,25,<30,1,3,2,2010.0,0,фотография,0,0.6815464256823821,1,0,1
3792,20,<30,0,3,0,2019.0,0,путешествия,0,0.7190435441032665,1,0,1
3793,31,30-45,1,3,9,2021.0,1,фотография,0,0.6173329255230567,1,0,1
3794,30,<30,0,2,14,2018.0,0,фотография,0,0.6021945909409333,1,0,1
3795,62,45+,1,4,29,1988.0,1,чтение,0,0.2705631055627742,0,0,0
3796,49,45+,0,2,18,1996.0,0,рыбалка,0,0.3445161468835665,0,0,0
3797,51,45+,0,3,26,1986.0,1,чтение,0,0.16783113442524772,0,0,1
3798,62,45+,1,3,33,1992.0,1,вязание,0,0.23889977159617473,0,0,0
3799,36,30-45,1,2,15,1999.0,1,чтение,0,0.288315773098028,0,0,0
3800,55,45+,0,1,20,1987.0,1,шахматы,0,0.11167097044433293,0,0,0
3801,33,30-45,1,2,13,2021.0,0,фотография,0,0.6949550801722175,1,0,1
3802,19,<30,0,2,0,2016.0,0,фотография,0,0.6235077475186277,1,0,0
3803,57,45+,1,1,16,1991.0,0,спорт,0,0.2920563288578722,0,0,0
3804,34,30-45,1,1,10,2019.0,0,фотография,0,0.6160250341048891,1,1,1
3805,51,45+,0,2,20,1990.0,0,рыбалка,0,0.2801918009603056,0,1,0
3806,59,45+,1,3,29,1985.0,1,путешествия,0,0.193562491513585,0,0,0
3807,33,30-45,0,3,6,2020.0,0,путешествия,0,0.7125394317458663,1,1,1
3808,55,45+,0,1,26,1992.0,1,фотография,0,0.12754519332852868,0,0,0
3809,19,<30,1,2,0,2013.0,0,фотография,0,0.6515607800895122,1,0,1
3810,19,<30,1,2,0,2015.0,0,спорт,0,0.6720266999506824,1,1,0
3811,43,30-45,0,3,13,2003.0,0,фотография,0,0.5099225923387849,1,1,1
3812,30,<30,0,3,7,2010.0,0,фотография,0,0.6076641768714445,1,0,1
3813,64,45+,0,3,37,1981.0,1,шахматы,0,0.12215508553372409,0,1,0
3814,48,45+,1,3,21,1996.0,1,спорт,0,0.3056790455588597,0,1,0
3815,51,45+,0,3,15,1983.0,1,вязание,0,0.16856781741104315,0,1,1
3816,56,45+,0,3,25,1991.0,1,шахматы,0,0.20432495644120555,0,0,0
3817,20,<30,0,2,0,2017.0,1,путешествия,0,0.4638573270964218,0,1,0
3818,25,<30,0,3,5,2018.0,1,спорт,0,0.5335058155279614,1,0,1
3819,40,30-45,0,4,15,2001.0,1,спорт,0,0.38352555133938054,0,1,0
3820,31,30-45,0,3,10,2016.0,0,фотография,0,0.6621813227039027,1,0,1
3821,44,30-45,0,3,17,2005.0,0,спорт,0,0.5198278799790551,1,0,1
3822,46,45+,0,1,13,1995.0,1,садоводство,0,0.1655779955621515,0,0,0
3823,56,45+,1,4,21,1982.0,1,путешествия,0,0.23820577079954508,0,0,0
3824,56,45+,0,1,20,1980.0,1,чтение,0,0.08363965710395761,0,0,0
3825,18,<30,1,2,0,2021.0,0,видеоигры,1,0.8559275178515842,1,0,1
3826,34,30-45,1,1,10,2011.0,1,фотография,0,0.3570612246901661,0,0,1
3827,58,45+,1,4,28,1986.0,1,садоводство,0,0.25535057550105283,0,1,0
3828,47,45+,1,3,18,2005.0,0,фотография,0,0.5805506860102958,1,1,1
3829,30,<30,0,4,9,2020.0,0,путешествия,0,0.7625966178719747,1,0,1
3830,38,30-45,0,3,17,1998.0,0,спорт,0,0.4401007086416297,0,0,1
3831,36,30-45,0,2,9,2005.0,1,фотография,0,0.30786268838614667,0,1,0
3832,36,30-45,0,4,10,1995.0,0,фотография,0,0.5026951472093284,1,1,0
3833,42,30-45,1,4,16,2006.0,0,путешествия,0,0.6670193430661091,1,0,1
3834,39,30-45,1,3,14,2006.0,1,фотография,0,0.4323054409765758,0,1,1
3835,48,45+,1,1,10,1999.0,1,спорт,0,0.2428906773296483,0,0,0
3836,34,30-45,0,3,13,2023.0,1,фотография,0,0.5644565922738292,1,0,1
3837,40,30-45,1,4,4,1999.0,0,спорт,0,0.629490689533844,1,0,1
3838,49,45+,0,3,17,2001.0,0,шахматы,0,0.47413190317315007,0,0,0
3839,27,<30,0,3,10,2018.0,0,путешествия,0,0.6823275759506044,1,0,1
3840,27,<30,0,4,6,2014.0,0,спорт,0,0.7173678624040237,1,0,1
3841,53,45+,1,3,18,1994.0,1,фотография,0,0.29462908550874073,0,0,0
3842,25,<30,0,3,2,2010.0,0,скейтборд,1,0.7845501536299154,1,1,1
3843,37,30-45,1,3,13,2006.0,0,спорт,0,0.6071899987497792,1,0,1
3844,49,45+,1,2,17,1999.0,0,садоводство,0,0.4416514991106009,0,1,0
3845,31,30-45,1,3,8,2023.0,0,спорт,0,0.7820527226243733,1,1,0
3846,45,30-45,0,3,12,2008.0,0,чтение,0,0.5698632963507069,1,1,1
3847,63,45+,1,3,38,1985.0,1,вязание,0,0.17601556092173282,0,0,1
3848,41,30-45,1,2,16,2000.0,0,фотография,0,0.45616722030722906,0,0,0
3849,32,30-45,0,1,11,2021.0,0,чтение,0,0.5726294124276464,1,1,1
3850,39,30-45,0,1,14,2007.0,1,фотография,0,0.2532235251165846,0,1,0
3851,47,45+,0,3,12,1996.0,1,рыбалка,0,0.2763825236006185,0,1,0
3852,21,<30,0,3,4,2011.0,1,скейтборд,1,0.6495802403805122,1,1,1
3853,30,<30,1,2,6,2018.0,0,фотография,0,0.6850012943589019,1,0,1
3854,40,30-45,1,1,12,1998.0,0,фотография,0,0.3743710801411769,0,0,0
3855,25,<30,0,2,3,2017.0,0,блогинг,1,0.786082018930655,1,1,1
3856,35,30-45,1,1,6,2013.0,0,путешествия,0,0.5622096557233132,1,1,1
3857,29,<30,1,2,7,2022.0,0,спорт,0,0.7204751699362459,1,0,1
3858,48,45+,0,2,13,2010.0,1,рыбалка,0,0.34676617173467905,0,0,0
3859,31,30-45,1,2,8,2020.0,0,спорт,0,0.6989726461961943,1,0,1
3860,51,45+,1,2,19,1993.0,1,шахматы,0,0.22622406032245138,0,0,0
3861,35,30-45,1,2,12,2017.0,0,фотография,0,0.6577808586722647,1,1,1
3862,51,45+,0,3,16,1990.0,1,чтение,0,0.2160804735984281,0,1,0
3863,28,<30,1,2,7,2021.0,0,чтение,0,0.7111735140826022,1,0,0
3864,58,45+,0,2,32,1991.0,1,чтение,0,0.14827415385547382,0,0,0
3865,29,<30,1,1,3,2012.0,1,скейтборд,1,0.583793576088427,1,0,0
3866,32,30-45,0,2,7,2008.0,0,чтение,0,0.511991505344775,1,0,0
3867,48,45+,1,1,13,2004.0,1,шахматы,0,0.2794684496129358,0,0,0
3868,46,45+,0,1,21,2001.0,1,рыбалка,0,0.19053728447177784,0,0,0
3869,43,30-45,0,3,15,2002.0,1,путешествия,0,0.32586413455628205,0,0,1
3870,35,30-45,1,3,16,2021.0,0,спорт,0,0.7469870345561324,1,1,1
3871,49,45+,0,3,20,2007.0,0,садоводство,0,0.5329424713461326,1,0,0
3872,39,30-45,1,3,21,1997.0,0,путешествия,0,0.48009736140580006,0,0,0
3873,55,45+,1,1,20,1989.0,1,рыбалка,0,0.15139586451318301,0,1,1
3874,34,30-45,1,4,8,2019.0,0,фотография,0,0.8010422165358404,1,1,0
3875,40,30-45,0,1,17,1994.0,0,фотография,0,0.26506414836702247,0,1,1
3876,41,30-45,1,3,13,2000.0,0,путешествия,0,0.540197740947054,1,0,0
3877,25,<30,1,1,2,2018.0,0,путешествия,0,0.6296192243872217,1,1,1
3878,58,45+,1,3,31,1978.0,0,вязание,0,0.253881522718713,0,1,0
3879,23,<30,0,3,2,2014.0,0,спорт,0,0.664892503868519,1,0,0
3880,22,<30,0,1,2,2013.0,0,видеоигры,1,0.6970798704965402,1,1,0
3881,61,45+,1,3,24,1987.0,1,фотография,0,0.21911773534578663,0,0,0
3882,46,45+,0,1,18,2000.0,0,чтение,0,0.31899706151517876,0,1,0
3883,45,30-45,0,3,19,2003.0,1,фотография,0,0.32453168277868305,0,0,0
3884,28,<30,0,3,8,2017.0,1,видеоигры,1,0.6984168074043161,1,0,1
3885,18,<30,1,2,0,2011.0,0,фотография,0,0.6305199105803229,1,0,0
3886,60,45+,1,2,25,1988.0,1,спорт,0,0.1771020506098864,0,1,0
3887,36,30-45,1,1,11,2007.0,0,фотография,0,0.47776615183429283,0,0,1
3888,26,<30,0,3,6,2020.0,0,программирование,1,0.845257109000289,1,0,1
3889,44,30-45,0,2,16,1998.0,1,чтение,0,0.2277799529986119,0,0,1
3890,51,45+,1,3,17,1989.0,1,вязание,0,0.2518624621249012,0,1,0
3891,61,45+,1,4,29,1982.0,0,рыбалка,0,0.3609765915316378,0,0,0
3892,21,<30,1,2,2,2013.0,0,путешествия,0,0.6456577141085315,1,0,0
3893,53,45+,1,4,25,1985.0,0,рыбалка,0,0.40561133135812183,0,0,0
3894,35,30-45,0,3,12,2018.0,1,чтение,0,0.5108912505869431,1,0,1
3895,32,30-45,1,2,9,2020.0,0,чтение,0,0.6962407610828666,1,1,1
3896,30,<30,0,2,6,2011.0,1,спорт,0,0.3782688844309096,0,1,0
3897,36,30-45,0,3,10,1996.0,1,спорт,0,0.28159242782756505,0,1,0
3898,23,<30,1,2,0,2019.0,0,блогинг,1,0.8442780951237642,1,0,1
3899,65,45+,0,1,34,1986.0,1,шахматы,0,0.09105507483311312,0,1,0
3900,29,<30,0,1,2,2017.0,0,блогинг,1,0.7342607826168179,1,0,1
3901,54,45+,0,3,18,1991.0,1,путешествия,0,0.21945816912948418,0,0,1
3902,34,30-45,0,3,13,2021.0,0,спорт,0,0.7032508591400568,1,1,0
3903,40,30-45,1,3,12,2006.0,1,чтение,0,0.43867273782383165,0,0,1
3904,43,30-45,0,1,16,2000.0,1,фотография,0,0.19348843186160597,0,0,1
3905,46,45+,0,3,14,2006.0,1,спорт,0,0.3702643792303274,0,0,0
3906,50,45+,0,4,17,1993.0,1,спорт,0,0.29601491482167336,0,0,0
3907,44,30-45,0,1,17,2003.0,0,путешествия,0,0.35245944065532014,0,0,1
3908,42,30-45,0,1,16,2000.0,1,чтение,0,0.19348843186160597,0,0,0
3909,27,<30,1,3,5,2016.0,0,спорт,0,0.7303528601713114,1,0,1
3910,64,45+,0,3,36,1984.0,0,спорт,0,0.2447108852956981,0,0,0
3911,40,30-45,1,3,2,1997.0,1,фотография,0,0.37084060562166926,0,0,0
3912,38,30-45,1,4,7,2007.0,0,путешествия,0,0.7020371242827047,1,1,1
3913,38,30-45,1,3,15,2005.0,0,путешествия,0,0.5899806773745381,1,0,1
3914,60,45+,0,2,27,1981.0,0,рыбалка,0,0.19065983822612873,0,0,0
3915,30,<30,0,3,6,2011.0,0,путешествия,0,0.6215621580644359,1,0,1
3916,54,45+,1,3,25,1989.0,1,чтение,0,0.23284666223331968,0,0,1
3917,50,45+,1,4,16,2005.0,1,чтение,0,0.4884991894978911,0,0,0
3918,41,30-45,1,2,19,1995.0,1,фотография,0,0.24263309236237082,0,1,0
3919,61,45+,1,3,28,1988.0,1,шахматы,0,0.21808056643210846,0,0,1
3920,28,<30,1,3,12,2016.0,1,программирование,1,0.7312297672975738,1,0,1
3921,34,30-45,1,2,9,2017.0,1,фотография,0,0.4993137790815721,0,0,1
3922,21,<30,1,2,2,2010.0,0,спорт,0,0.6136823906948558,1,0,1
3923,64,45+,0,3,32,1983.0,0,спорт,0,0.24583488628316613,0,0,0
3924,42,30-45,1,2,17,2000.0,0,спорт,0,0.4529563794009495,0,0,0
3925,47,45+,1,3,17,2008.0,1,спорт,0,0.4452594860509251,0,0,0
3926,26,<30,0,3,5,2017.0,0,чтение,0,0.6864364125977614,1,1,1
3927,38,30-45,1,2,9,1998.0,0,спорт,0,0.45596715901296936,0,1,1
3928,37,30-45,1,4,9,2001.0,0,спорт,0,0.6356978304113123,1,0,1
3929,36,30-45,1,3,5,1998.0,0,спорт,0,0.5432125816212011,1,0,0
3930,36,30-45,1,2,10,1998.0,0,чтение,0,0.4527565539358101,0,0,1
3931,29,<30,0,2,12,2012.0,0,видеоигры,1,0.7223739208386207,1,1,0
3932,54,45+,1,4,30,1983.0,0,вязание,0,0.3685717683726952,0,0,0
3933,59,45+,1,2,25,1980.0,1,садоводство,0,0.12988883062887094,0,0,1
3934,34,30-45,1,2,9,2016.0,1,путешествия,0,0.48788377678036904,0,0,0
3935,54,45+,0,2,12,1980.0,1,шахматы,0,0.12002229994788295,0,1,0
3936,65,45+,0,2,29,1993.0,1,шахматы,0,0.16549583974308277,0,0,0
3937,56,45+,1,2,27,1982.0,1,фотография,0,0.13747953870963783,0,0,0
3938,45,30-45,0,4,13,2005.0,0,фотография,0,0.6056884910653396,1,1,1
3939,58,45+,0,3,22,1990.0,1,чтение,0,0.20320896332466878,0,0,1
3940,52,45+,1,2,30,1994.0,1,садоводство,0,0.2097420630561213,0,1,0
3941,64,45+,0,2,32,1986.0,1,рыбалка,0,0.12165511240263695,0,1,0
3942,65,45+,0,3,22,1987.0,1,чтение,0,0.1818972276276597,0,0,1
3943,35,30-45,0,1,8,2017.0,0,спорт,0,0.5370619797550513,1,0,1
3944,31,30-45,0,3,8,2016.0,0,чтение,0,0.6679506845326314,1,0,1
3945,52,45+,1,3,20,1990.0,1,спорт,0,0.2531607574502852,0,1,0
3946,61,45+,0,3,35,1993.0,1,чтение,0,0.19820933699327925,0,1,1
3947,58,45+,0,2,31,1989.0,1,путешествия,0,0.13863062695424158,0,0,0
3948,24,<30,1,2,3,2021.0,1,видеоигры,1,0.740390964938209,1,1,1
3949,58,45+,1,1,19,1984.0,1,фотография,0,0.1257146772180192,0,0,0
3950,30,<30,1,2,6,2013.0,0,путешествия,0,0.6337189702733615,1,0,1
3951,35,30-45,0,2,8,2016.0,0,фотография,0,0.5988944681619301,1,0,1
3952,54,45+,0,4,23,1987.0,1,фотография,0,0.2282134802987906,0,0,0
3953,30,<30,1,3,6,2022.0,1,фотография,0,0.6371056357060415,1,0,1
3954,53,45+,0,4,26,1991.0,1,рыбалка,0,0.25457489944231565,0,0,1
3955,48,45+,1,3,19,2000.0,0,садоводство,0,0.5208470500992304,1,1,1
3956,19,<30,0,1,1,2016.0,0,путешествия,0,0.548210593794233,1,0,1
3957,33,30-45,0,3,5,2013.0,0,спорт,0,0.6457920633986848,1,0,0
3958,26,<30,1,1,5,2015.0,0,видеоигры,1,0.7585360944935493,1,0,1
3959,26,<30,1,2,6,2015.0,0,путешествия,0,0.6546774370404793,1,0,0
3960,55,45+,1,3,21,1987.0,0,чтение,0,0.36889793051972425,0,1,0
3961,28,<30,0,3,11,2016.0,0,путешествия,0,0.659278306445914,1,1,1
3962,39,30-45,0,3,6,2007.0,0,спорт,0,0.5776822764883371,1,0,0
3963,50,45+,1,1,35,2000.0,1,садоводство,0,0.19545830370839384,0,0,0
3964,53,45+,1,1,14,1996.0,1,путешествия,0,0.209840660513105,0,0,0
3965,62,45+,0,1,35,1992.0,1,спорт,0,0.11512852048774787,0,0,1
3966,40,30-45,0,1,8,2009.0,0,фотография,0,0.44588389420073954,0,0,0
3967,62,45+,0,1,31,1987.0,1,садоводство,0,0.09830163618718411,0,0,1
3968,62,45+,1,3,25,1987.0,1,фотография,0,0.21690992376836943,0,0,0
3969,51,45+,1,3,20,1983.0,1,фотография,0,0.19750975138605464,0,0,0
3970,26,<30,1,2,6,2015.0,0,программирование,1,0.8068685979291876,1,1,1
3971,41,30-45,0,3,14,2003.0,1,фотография,0,0.33888403714342435,0,0,0
3972,25,<30,1,2,6,2015.0,0,спорт,0,0.6546774370404793,1,0,0
3973,24,<30,0,4,5,2012.0,0,спорт,0,0.7011822425949732,1,0,0
3974,53,45+,1,2,22,1982.0,1,вязание,0,0.14533949453363917,0,0,0
3975,35,30-45,1,3,6,2014.0,0,спорт,0,0.7093035995537044,1,1,1
3976,20,<30,0,4,0,2015.0,0,программирование,1,0.86353904280175,1,0,1
3977,45,30-45,0,3,16,1999.0,0,путешествия,0,0.45460695963339626,0,1,0
3978,23,<30,0,1,5,2014.0,0,чтение,0,0.5125430969305045,1,0,0
3979,61,45+,0,3,31,1982.0,0,спорт,0,0.23980837952477518,0,1,0
3980,61,45+,1,1,26,1985.0,1,чтение,0,0.12085961474907934,0,0,0
3981,38,30-45,1,1,12,2006.0,0,чтение,0,0.46314846107278346,0,0,1
3982,45,30-45,1,1,19,2002.0,0,путешествия,0,0.39621900225235995,0,1,0
3983,57,45+,1,4,25,1984.0,1,рыбалка,0,0.24547671518247308,0,0,0
3984,18,<30,1,4,0,2019.0,0,чтение,0,0.8170405039874147,1,1,1
3985,53,45+,0,2,28,1992.0,0,шахматы,0,0.27774911887146897,0,0,0
3986,38,30-45,0,3,14,1995.0,1,чтение,0,0.2622886009495415,0,0,0
3987,60,45+,1,4,24,1985.0,1,путешествия,0,0.2565068495499752,0,1,1
3988,52,45+,0,2,23,1978.0,0,садоводство,0,0.1778305390094405,0,1,0
3989,30,<30,1,2,13,2014.0,0,фотография,0,0.6232302291711291,1,0,1
3990,27,<30,0,2,5,2013.0,0,путешествия,0,0.5750592735432947,1,0,1
3991,61,45+,1,3,20,1987.0,1,вязание,0,0.228110057480878,0,0,1
3992,64,45+,1,2,28,1990.0,1,шахматы,0,0.18489962453383063,0,1,0
3993,27,<30,0,3,5,2013.0,0,фотография,0,0.6457920633986848,1,0,1
3994,63,45+,0,2,29,1981.0,1,путешествия,0,0.10278596419657939,0,1,0
3995,30,<30,1,2,9,2017.0,0,спорт,0,0.6664720691837769,1,0,1
3996,54,45+,0,2,24,1991.0,1,чтение,0,0.16184026539139934,0,0,0
3997,55,45+,0,1,22,1991.0,1,спорт,0,0.12822239305089259,0,1,0
3998,41,30-45,1,2,11,2006.0,0,чтение,0,0.5407460486124915,1,1,0
3999,19,<30,0,1,1,2020.0,0,спорт,0,0.5929952038279853,1,0,0
4000,39,30-45,1,3,9,2005.0,0,фотография,0,0.6086372736690265,1,0,0
4001,34,30-45,1,2,12,2019.0,0,фотография,0,0.6780619528464219,1,0,1
4002,53,45+,0,3,21,1992.0,0,фотография,0,0.3619451035354465,0,1,0
4003,31,30-45,1,4,6,2016.0,1,путешествия,0,0.642565520057254,1,0,0
4004,27,<30,1,3,3,2015.0,0,путешествия,0,0.7264300399379782,1,1,0
4005,52,45+,0,4,22,1991.0,1,рыбалка,0,0.26452940827305405,0,0,0
4006,42,30-45,0,3,20,2001.0,1,фотография,0,0.3020758169188482,0,0,0
4007,20,<30,0,1,1,2013.0,0,видеоигры,1,0.6998074628148265,1,0,0
4008,64,45+,0,4,35,1991.0,1,путешествия,0,0.23309571996957906,0,0,0
4009,55,45+,0,3,28,1990.0,1,шахматы,0,0.19091745335545424,0,1,1
4010,34,30-45,0,3,12,2021.0,0,спорт,0,0.7059463254472065,1,0,0
4011,29,<30,0,3,5,2013.0,1,блогинг,1,0.667234441055868,1,0,1
4012,41,30-45,1,3,19,1996.0,0,чтение,0,0.475150136285018,0,0,0
4013,46,45+,1,1,17,2007.0,1,шахматы,0,0.29698162746573736,0,0,0
4014,60,45+,1,3,27,1985.0,1,садоводство,0,0.19763760801090002,0,1,0
4015,42,30-45,1,1,15,2009.0,1,спорт,0,0.3220529893760712,0,1,1
4016,53,45+,1,2,18,1990.0,1,шахматы,0,0.20521807840597633,0,1,1
4017,43,30-45,1,3,13,2002.0,0,путешествия,0,0.5628157867771059,1,1,1
4018,55,45+,1,2,29,1985.0,1,спорт,0,0.15121592995775773,0,0,0
4019,18,<30,0,1,0,2020.0,0,чтение,0,0.5961169945498175,1,1,1
4020,37,30-45,1,3,18,2002.0,1,путешествия,0,0.37585704180050006,0,0,1
4021,45,30-45,0,3,9,2003.0,1,чтение,0,0.35353890508387203,0,1,0
4022,33,30-45,0,3,7,2018.0,0,чтение,0,0.690688528882948,1,0,0
4023,64,45+,1,3,22,1992.0,1,чтение,0,0.26575518268468373,0,1,0
4024,34,30-45,0,4,12,2014.0,1,чтение,0,0.5395978800812757,1,1,1
4025,57,45+,0,1,19,1993.0,0,садоводство,0,0.2513469184283338,0,1,0
4026,45,30-45,1,3,10,1997.0,0,путешествия,0,0.5156951727720058,1,1,0
4027,29,<30,1,1,7,2016.0,0,блогинг,1,0.7621492738996644,1,0,1
4028,44,30-45,1,2,11,2002.0,0,спорт,0,0.49510726635015506,0,0,1
4029,59,45+,1,3,21,1983.0,1,путешествия,0,0.19546516176214052,0,0,0
4030,64,45+,0,3,25,1985.0,1,шахматы,0,0.16330278522410802,0,1,1
4031,47,45+,0,1,23,2007.0,1,шахматы,0,0.23182290549071174,0,0,0
4032,58,45+,1,2,21,1983.0,1,спорт,0,0.1527812047648032,0,1,0
4033,51,45+,0,3,28,1992.0,1,путешествия,0,0.20544549815050578,0,0,0
4034,54,45+,1,3,24,1978.0,1,чтение,0,0.15678048567010222,0,0,1
4035,23,<30,0,3,4,2019.0,0,чтение,0,0.7084609082856835,1,0,0
4036,24,<30,0,2,5,2016.0,0,фотография,0,0.608190384786386,1,0,1
4037,49,45+,1,3,15,1994.0,0,садоводство,0,0.4652712674354075,0,0,0
4038,49,45+,1,1,28,1998.0,0,садоводство,0,0.32723540392390205,0,1,0
4039,42,30-45,1,1,15,1993.0,1,чтение,0,0.18602857205552764,0,0,0
4040,50,45+,0,3,25,2001.0,1,спорт,0,0.2886018415704431,0,0,0
4041,24,<30,0,3,2,2009.0,0,спорт,0,0.6121898494881614,1,0,1
4042,29,<30,0,1,9,2013.0,0,видеоигры,1,0.677603095234807,1,1,1
4043,33,30-45,0,1,8,2022.0,0,путешествия,0,0.5931898326295507,1,1,0
4044,33,30-45,0,3,6,2019.0,0,фотография,0,0.7030825297669673,1,1,0
4045,60,45+,0,2,31,1986.0,1,вязание,0,0.12304571918153553,0,0,0
4046,53,45+,1,2,22,1991.0,1,садоводство,0,0.20422949478969477,0,0,0
4047,30,<30,0,2,3,2017.0,0,чтение,0,0.6251210500973727,1,1,1
4048,24,<30,1,1,4,2022.0,0,скейтборд,1,0.8142290456868269,1,1,1
4049,53,45+,1,1,20,1985.0,0,чтение,0,0.22941873226491316,0,0,1
4050,64,45+,0,3,36,1983.0,1,шахматы,0,0.13380006064256306,0,0,1
4051,26,<30,0,3,4,2017.0,0,скейтборд,1,0.830135532340106,1,0,1
4052,49,45+,0,3,18,2006.0,0,путешествия,0,0.5280037313600993,1,1,0
4053,28,<30,1,3,8,2017.0,0,видеоигры,1,0.8573458604749602,1,1,1
4054,25,<30,0,3,5,2016.0,0,спорт,0,0.6765106346867756,1,1,1
